Introduction/Consent,Q-PartyAffiliation,Q-PartyAffiliation_4_TEXT,Q-PolarAffiliation,Q-MiddleAffiliation,Q-DemThreat,Q-FeelingTherm_1,Q-FeelingTherm_2,Q-AffPolarization,Event1_Prob_Pre_1,Event2_Prob_Pre_1,Event3_Prob_Pre_1,Event4_Prob_Pre_1,Attention Check_1,Prior_awareness,Prior_participation,redistrict_c_time _First Click,redistrict_c_time _Last Click,redistrict_c_time _Page Submit,redistrict_c_time _Click Count,redistrict_t_time_First Click,redistrict_t_time_Last Click,redistrict_t_time_Page Submit,redistrict_t_time_Click Count,rallies_c_time_First Click,rallies_c_time_Last Click,rallies_c_time_Page Submit,rallies_c_time_Click Count,rallies_t_time_First Click,rallies_t_time_Last Click,rallies_t_time_Page Submit,rallies_t_time_Click Count,investigate_t_time_First Click,investigate_t_time_Last Click,investigate_t_time_Page Submit,investigate_t_time_Click Count,media_c_time_First Click,media_c_time_Last Click,media_c_time_Page Submit,media_c_time_Click Count,media_t_time_First Click,media_t_time_Last Click,media_t_time_Page Submit,media_t_time_Click Count,courts_c_time_First Click,courts_c_time_Last Click,courts_c_time_Page Submit,courts_c_time_Click Count,courts_t_time_First Click,courts_t_time_Last Click,courts_t_time_Page Submit,courts_t_time_Click Count,Q-InLawDist,Q-CloseFriendDist,Q-Social Distance 3,Q-ReElection,Q-AttentionCheck,Q-Manipulation Check,Event1_Prob_Post_1...59,Event2_Prob_Post_1...60,Event3_Prob_Post_1...61,Event4_Prob_Post_1...62,Event1_Prob_Post_1...63,Event2_Prob_Post_1...64,Event3_Prob_Post_1...65,Event4_Prob_Post_1...66,Event1_Prob_Post_1...67,Event2_Prob_Post_1...68,Event3_Prob_Post_1...69,Event4_Prob_Post_1...70,ParticipantId,assignmentId,projectId,Market_Price_m_kxcpi-26apr,Market_Price_m_kxpayrolls-26apr,Market_Price_m_controls-2026,Market_Price_m_kxiceero-26mar,Market_Price_m_kxpayrolls-26may,order_first,Treat_Party,Treat_Frame,InParty,OutParty,InPartyNoun,OutPartyNoun,GovParty,GovPartyNoun,frame_topic,Treatment,StartTime (America/Denver),CompletionTime (America/Denver),CompletionType,CompletionCode,Payment,Bonus,Fees,Status,QueryString,Age,Education,Sex,Occupation Field,Relationship/Marital Status,Political Party,Ethnicity,Gender,Country Of Residence,Household Income,Race,Employment Status
"Yes, I consent to participate.",Democrat,NA,Not very strong,NA,Restructuring the state’s highest court to favor the party in power,42,79,Very important,32,44,56,68,64,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79,87.037,88.708,40,Neither comfortable nor uncomfortable,Comfortable,Somewhat comfortable,Likely,Democrat,The governor took action in an effort to reshape democratic norms and institutions.,31,58,57,67,NA,NA,NA,NA,NA,NA,NA,NA,AC7FD11EA4A54CE5AACCB32A699A5862,019dfd42-b01a-70fe-9401-f24b2f5dc101,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.505,0.555,0.921,NA,Mehlhaff,InParty,Democracy,Democratic,Republican,Democrat,Republican,Democratic,Democrat,courts,0,05/06/2026 06:28:19 AM,05/06/2026 06:45:08 AM,Redirect,929B340BD7,1.5,0,0.38,Approved,NA,42,"Bachelor's degree (for example: BA, AB, BS)",Female,"Science, Technology, Engineering & Mathematics",Single,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$30,000-$39,999",White,Part-time
"Yes, I consent to participate.",Independent,NA,NA,Neither,Prosecuting journalists for unfair news coverage,50,50,Very important,100,18,50,50,64,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.1,50.026,50.483,5,NA,NA,NA,NA,NA,NA,NA,NA,Very comfortable,Very Comfortable,Very comfortable,Neither likely nor unlikely,Republican,The governor took action to pursue a specific policy outcome.,NA,NA,NA,NA,100,22,50,24,NA,NA,NA,NA,93DBB85D44C64E959FBED24EC06372FF,019dfd47-e264-75e8-bb7b-377d9eaca090,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.505,0.555,0.921,NA,OW,InParty,Democracy,Republican,Democratic,Republican,Democrat,Republican,Republican,media,1,05/06/2026 06:33:59 AM,05/06/2026 06:45:20 AM,Redirect,929B340BD7,1.5,0,0.38,Approved,NA,50,"Some college, but no degree",Male,Other,Married,Independent,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$90,000-$99,999",White,Part-time
"Yes, I consent to participate.",Democrat,NA,Strong,NA,Manipulating geographic boundaries of election districts,30,81,Very important,42,29,20,24,64,Yes,No,NA,NA,NA,NA,0,0,39.179,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat comfortable,Comfortable,Comfortable,Somewhat likely,Democrat,The governor took action to pursue a specific policy outcome.,NA,NA,NA,NA,NA,NA,NA,NA,55,42,28,58,B640FA6E19ED4569996854D166EF4549,019dfd4c-9fae-74c8-b792-29e96c4bf34a,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.505,0.555,0.921,NA,Mehlhaff,InParty,Policy,Democratic,Republican,Democrat,Republican,Democratic,Democrat,redistrict,2,05/06/2026 06:39:10 AM,05/06/2026 06:45:18 AM,Redirect,929B340BD7,1.5,0,0.38,Approved,NA,58,"Bachelor's degree (for example: BA, AB, BS)",Female,Retired,NA,Independent,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$60,000-$69,999",White,Retired
"Yes, I consent to participate.",Independent,NA,NA,Neither,Prosecuting journalists for unfair news coverage,43,63,Important,40,61,41,27,64,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.065,29.049,33.453,6,NA,NA,NA,NA,NA,NA,NA,NA,Comfortable,Comfortable,Comfortable,Unlikely,Not specified,The governor took action to pursue a specific policy outcome.,NA,NA,NA,NA,NA,NA,NA,NA,53,51,55,92,E55A9614FCB74F67BD0BC91F01BD4C2A,019dfd4e-407d-7b46-acc1-eaf57b704334,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.505,0.555,0.921,NA,OW,InParty,Policy,Republican,Democratic,Republican,Democrat,Republican,Republican,media,2,05/06/2026 06:40:57 AM,05/06/2026 06:46:01 AM,Redirect,929B340BD7,1.5,0,0.38,Approved,NA,24,"Bachelor's degree (for example: BA, AB, BS)",Male,Retail,Single,Independent,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$100,000-$124,999",White,Part-time
"Yes, I consent to participate.",Democrat,NA,Strong,NA,Restructuring the state’s highest court to favor the party in power,8,79,Important,39,35,50,40,64,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,16.243,0,Uncomfortable,Somewhat uncomfortable,Somewhat uncomfortable,Unlikely,Republican,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,35,35,50,50,NA,NA,NA,NA,1510AEE74370491D94A79DB96D23E1DB,019dfd50-3d06-749e-a824-0027fb99c3f8,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.505,0.555,0.921,NA,Mehlhaff,OutParty,Policy,Democratic,Republican,Democrat,Republican,Republican,Republican,courts,1,05/06/2026 06:43:07 AM,05/06/2026 06:46:40 AM,Redirect,929B340BD7,1.5,0,0.38,Approved,NA,55,"Doctorate degree (for example: PhD, EdD)",Male,Education & Training,Married,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$175,000-$199,999",White,"Not in paid work (e.g., homemaker, disabled)"
"Yes, I consent to participate.",Democrat,NA,Strong,NA,Manipulating geographic boundaries of election districts,24,70,Very important,100,0,50,32,64,Yes,No,NA,NA,NA,NA,6.796,24.497,26.129,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat uncomfortable,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Likely,Democrat,The governor took action to pursue a specific policy outcome.,84,11,50,20,NA,NA,NA,NA,NA,NA,NA,NA,EF854745045348D4930CA65C1B104E73,019dfd4e-a04b-758b-ab11-98c11a415220,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.505,0.555,0.921,NA,Mehlhaff,InParty,Policy,Democratic,Republican,Democrat,Republican,Democratic,Democrat,redistrict,0,05/06/2026 06:41:21 AM,05/06/2026 06:46:57 AM,Redirect,929B340BD7,1.5,0,0.38,Approved,NA,40,"Bachelor's degree (for example: BA, AB, BS)",Female,Other,In a relationship,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$50,000-$59,999",White,Full-time
"Yes, I consent to participate.",Republican,NA,Strong,NA,Restructuring the state’s highest court to favor the party in power,90,77,Very important,92,76,83,29,64,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.679,11.615,12.568,2,Comfortable,Somewhat comfortable,Neither comfortable nor uncomfortable,Likely,Democrat,The governor took action to pursue a specific policy outcome.,NA,NA,NA,NA,NA,NA,NA,NA,87,67,36,67,EC8CBE79512341F9A5C8A80DEA12CF0F,019dfd4e-16c2-7885-81e9-c32f19885c99,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.505,0.555,0.921,NA,OW,OutParty,Policy,Republican,Democratic,Republican,Democrat,Democratic,Democrat,courts,2,05/06/2026 06:40:46 AM,05/06/2026 06:46:57 AM,Redirect,929B340BD7,1.5,0,0.38,Approved,NA,49,"Bachelor's degree (for example: BA, AB, BS)",Male,Finance,Married,Republican,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$60,000-$69,999",White,Full-time
"Yes, I consent to participate.",Independent,NA,NA,Neither,Manipulating geographic boundaries of election districts,50,50,Very important,50,12,10,8,64,Yes,No,NA,NA,NA,NA,3.981,35.8,37.092,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Neither likely nor unlikely,Democrat,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,31,7,1,6,NA,NA,NA,NA,3093C449C59B4524AD49A147A9ABB67F,019dfd4f-0f98-789e-ade5-8dcdf0f57c42,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.505,0.555,0.921,NA,OW,OutParty,Democracy,Republican,Democratic,Republican,Democrat,Democratic,Democrat,redistrict,1,05/06/2026 06:41:50 AM,05/06/2026 06:47:50 AM,Redirect,929B340BD7,1.5,0,0.38,Approved,NA,58,"Associate degree (for example: AA, AS)",Female,Manufacturing,NA,Independent,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$70,000-$79,999",Black or African American,Full-time
"Yes, I consent to participate.",Republican,NA,Strong,NA,Restructuring the state’s highest court to favor the party in power,80,63,Somewhat important,55,62,65,64,64,Unsure,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.166,14.203,16.87,3,Somewhat comfortable,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Somewhat likely,Republican,The governor took action to pursue a specific policy outcome.,NA,NA,NA,NA,NA,NA,NA,NA,61,56,60,73,8BAFC3886BAD49B7B92C2A1CF1AEA793,019dfd49-2a63-7886-94ec-e2878820d4b9,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.505,0.555,0.921,NA,OW,InParty,Policy,Republican,Democratic,Republican,Democrat,Republican,Republican,courts,3,05/06/2026 06:35:23 AM,05/06/2026 06:47:52 AM,Redirect,929B340BD7,1.5,0,0.38,Approved,NA,56,"Bachelor's degree (for example: BA, AB, BS)",Female,Marketing and Sales,Married,Republican,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$60,000-$69,999",White,Full-time
"Yes, I consent to participate.",Democrat,NA,Not very strong,NA,Directing law enforcement to investigate politicians of the opposing party,2,72,Very important,40,16,71,72,64,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,66.866,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Very uncomfortable,Uncomfortable,Somewhat comfortable,Somewhat likely,Democrat,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,42,47,61,73,NA,NA,NA,NA,D00B2858CD7B418E88E8F3FFBFEB377D,019dfd4e-74c2-7806-bdca-0949704bf407,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.505,0.555,0.921,NA,Mehlhaff,InParty,Policy,Democratic,Republican,Democrat,Republican,Democratic,Democrat,investigate,1,05/06/2026 06:41:10 AM,05/06/2026 06:47:56 AM,Redirect,929B340BD7,1.5,0,0.38,Approved,NA,51,"Bachelor's degree (for example: BA, AB, BS)",Male,Finance,Married,Independent,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$100,000-$124,999",White,Full-time
"Yes, I consent to participate.",Democrat,NA,Not very strong,NA,Restructuring the state’s highest court to favor the party in power,50,50,Important,48,50,30,23,30,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.969,34.396,35.472,13,Neither comfortable nor uncomfortable,Comfortable,Neither comfortable nor uncomfortable,Somewhat likely,Democrat,The governor took action in an effort to reshape democratic norms and institutions.,48,30,50,15,NA,NA,NA,NA,NA,NA,NA,NA,A9CBA3C06DB3448FB453CD5F21DC0AD7,019dfd4a-fff2-7ef7-abbe-49ee3a7c2e74,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.505,0.555,0.921,NA,Mehlhaff,InParty,Policy,Democratic,Republican,Democrat,Republican,Democratic,Democrat,courts,0,05/06/2026 06:37:24 AM,05/06/2026 06:48:01 AM,Redirect,929B340BD7,1.5,0,0.38,Approved,NA,49,High school graduate - high school diploma or the equivalent (for example: GED),Female,Education & Training,Married,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$100,000-$124,999",White,Part-time
"Yes, I consent to participate.",Republican,NA,Strong,NA,Banning political rallies,95,7,Important,61,11,71,61,64,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,83.572,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Very uncomfortable,Comfortable,Somewhat comfortable,Very unlikely,Democrat,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,50,28,61,60,NA,NA,NA,NA,NA,NA,NA,NA,C7310AC97B6C4CCA83161FFEDC4B8FF5,019dfd4d-c266-7f9c-944c-41c16e93866c,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.505,0.555,0.921,NA,Mehlhaff,OutParty,Policy,Republican,Democratic,Republican,Democrat,Democratic,Democrat,rallies,0,05/06/2026 06:40:24 AM,05/06/2026 06:48:06 AM,Redirect,929B340BD7,1.5,0,0.38,Approved,NA,78,"Doctorate degree (for example: PhD, EdD)",Male,"Transportation, Distribution & Logistics",Married,Republican,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$100,000-$124,999",White,Part-time
"Yes, I consent to participate.",Democrat,NA,Strong,NA,Manipulating geographic boundaries of election districts,0,80,Very important,58,34,38,58,64,Yes,No,NA,NA,NA,NA,0,0,6.82,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Uncomfortable,Very uncomfortable,Somewhat uncomfortable,Unlikely,Democrat,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,58,36,43,57,NA,NA,NA,NA,NA,NA,NA,NA,C62FE842322D4332BE2A4CE6EE66899C,019dfd46-1c17-747e-80ba-2ff2fe9d2698,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.505,0.555,0.921,NA,Mehlhaff,OutParty,Policy,Democratic,Republican,Democrat,Republican,Republican,Republican,redistrict,0,05/06/2026 06:32:03 AM,05/06/2026 06:48:12 AM,Redirect,929B340BD7,1.5,0,0.38,Approved,NA,46,"Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)",Female,Manufacturing,Married,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$100,000-$124,999",White,Full-time
"Yes, I consent to participate.",Republican,NA,Strong,NA,Manipulating geographic boundaries of election districts,95,5,Important,39,17,59,70,64,Yes,No,6.544,23.789,25.102,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Uncomfortable,Somewhat uncomfortable,Somewhat uncomfortable,Somewhat likely,Not specified,The governor took action in an effort to reshape democratic norms and institutions.,NA,NA,NA,NA,NA,NA,NA,NA,52,50,57,73,70C0C369F2CD43CB9D92809C78798B7A,019dfd50-ce79-7c10-9c11-2ccf049fa4c1,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.505,0.555,0.921,NA,Mehlhaff,Control,Control,Republican,Democratic,Republican,Democrat,NA,NA,redistrict,3,05/06/2026 06:43:44 AM,05/06/2026 06:49:33 AM,Redirect,929B340BD7,1.5,0,0.38,Approved,NA,52,High school graduate - high school diploma or the equivalent (for example: GED),Male,"Transportation, Distribution & Logistics",Single,Republican,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$30,000-$39,999",White,Full-time
"Yes, I consent to participate.",Democrat,NA,Strong,NA,Manipulating geographic boundaries of election districts,9,62,Important,50,8,29,28,64,Yes,No,0,0,7.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat uncomfortable,Somewhat uncomfortable,Somewhat uncomfortable,Very unlikely,Republican,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,NA,NA,NA,NA,32,19,29,31,431928950E824E728BA97061FD9BE5E6,019dfd52-46c4-7cd7-86b5-6441df41904e,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.505,0.555,0.921,NA,OW,Control,Control,Democratic,Republican,Democrat,Republican,NA,NA,redistrict,3,05/06/2026 06:45:20 AM,05/06/2026 06:49:38 AM,Redirect,929B340BD7,1.5,0,0.38,Approved,NA,18,"Bachelor's degree (for example: BA, AB, BS)",Male,Education & Training,In a relationship,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$125,000-$149,999",White,Full-time
"Yes, I consent to participate.",Democrat,NA,Strong,NA,Manipulating geographic boundaries of election districts,45,65,Very important,50,34,65,50,64,Yes,No,0,0,12.791,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Somewhat likely,Not specified,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,50,35,65,50,NA,NA,NA,NA,NA,NA,NA,NA,83B587BAAE37457B9270039C5DE7FD48,019dfd52-af31-7690-8c84-97f1dc1d862a,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.505,0.555,0.921,NA,OW,Control,Control,Democratic,Republican,Democrat,Republican,NA,NA,redistrict,0,05/06/2026 06:45:47 AM,05/06/2026 06:49:57 AM,Redirect,929B340BD7,1.5,0,0.38,Approved,NA,47,"Associate degree (for example: AA, AS)",Female,I’d Rather Not Say,Married,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$20,000-$29,999",White,"Not in paid work (e.g., homemaker, disabled)"
"Yes, I consent to participate.",Democrat,NA,Strong,NA,Manipulating geographic boundaries of election districts,20,85,Important,50,40,44,10,64,Unsure,No,NA,NA,NA,NA,0,0,67.393,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat uncomfortable,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Very unlikely,Republican,The governor took action to pursue a specific policy outcome.,NA,NA,NA,NA,NA,NA,NA,NA,70,45,53,40,6DD04676A0874474A1CFC76BC28CDED0,019dfd4d-5ee0-775b-8fb8-2746b2cd5510,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.505,0.555,0.921,NA,Mehlhaff,OutParty,Policy,Democratic,Republican,Democrat,Republican,Republican,Republican,redistrict,3,05/06/2026 06:39:59 AM,05/06/2026 06:50:26 AM,Redirect,929B340BD7,1.5,0,0.38,Approved,NA,58,"Some college, but no degree",Male,Information Technology,Married,Democrat,"Yes, Puerto Rican",Man,United States,"$150,000-$174,999",An ethnicity not listed here,"Not in paid work (e.g., homemaker, disabled)"
"Yes, I consent to participate.",Democrat,NA,Strong,NA,Manipulating geographic boundaries of election districts,35,100,Not at all important,70,20,50,20,64,Yes,No,NA,NA,NA,NA,0,0,28.911,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Very uncomfortable,Uncomfortable,Very uncomfortable,Very likely,Democrat,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,70,30,50,60,NA,NA,NA,NA,0CCE9843D2974681AB852B433BC32DA0,019dfd50-aa80-706f-a3e0-556b609abc14,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.505,0.555,0.921,NA,Mehlhaff,InParty,Policy,Democratic,Republican,Democrat,Republican,Democratic,Democrat,redistrict,1,05/06/2026 06:43:35 AM,05/06/2026 06:50:30 AM,Redirect,929B340BD7,1.5,0,0.38,Approved,NA,46,"Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)",Female,Retail,Divorced,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$70,000-$79,999",White,Full-time
"Yes, I consent to participate.",Democrat,NA,Strong,NA,Manipulating geographic boundaries of election districts,5,95,Very important,65,35,50,60,64,Yes,No,NA,NA,NA,NA,3.236,14.087,51.151,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Very uncomfortable,Uncomfortable,Uncomfortable,Very unlikely,Republican,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,50,51,55,85,NA,NA,NA,NA,86DF48DEB1624206B9889EB42564D6BD,019dfd4f-9530-720d-a0fc-612272ce0ba3,019de1ab-afed-72b0-99bf-23a6aa89592d,NA,0.505,0.555,0.921,NA,OW,OutParty,Electoral,Democratic,Republican,Democrat,Republican,Republican,Republican,redistrict,1,05/06/2026 06:42:24 AM,05/06/2026 06:50:32 AM,Redirect,929B340BD7,1.5,0,0.38,Approved,NA,44,"Bachelor's degree (for example: BA, AB, BS)",Male,Other,Single,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$40,000-$49,999",White,Full-time
"Yes, I consent to participate.",Independent,NA,NA,Closer to Republican Party,Restructuring the state’s highest court to favor the party in power,81,0,Neither important nor unimportant,50,50,61,61,64,Unsure,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.844,11.844,47.145,1,Neither comfortable nor uncomfortable,Somewhat uncomfortable,Somewhat uncomfortable,Very unlikely,Democrat,The governor took action to pursue a specific policy outcome.,61,50,61,61,NA,NA,NA,NA,NA,NA,NA,NA,58CBADD914294AB69955A7541368516C,019dfd51-d5bf-7066-81a7-6d9051a28f39,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.505,0.555,0.921,NA,Mehlhaff,OutParty,Policy,Republican,Democratic,Republican,Democrat,Democratic,Democrat,courts,0,05/06/2026 06:44:52 AM,05/06/2026 06:51:50 AM,Redirect,929B340BD7,1.5,0,0.38,Approved,NA,80,"Some college, but no degree",Male,Retired,Married,Independent,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$100,000-$124,999",White,Retired
"Yes, I consent to participate.",Republican,NA,Strong,NA,Restructuring the state’s highest court to favor the party in power,91,66,Somewhat important,75,89,73,72,64,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.953,14.376,22.333,2,Somewhat uncomfortable,Comfortable,Very comfortable,Neither likely nor unlikely,Republican,The governor took action in an effort to reshape democratic norms and institutions.,79,68,73,79,NA,NA,NA,NA,NA,NA,NA,NA,CDA2B39732A545829C3EC548D7C892B9,019dfd4e-d464-7f5d-afda-afbefa73258e,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.505,0.555,0.921,NA,Mehlhaff,InParty,Policy,Republican,Democratic,Republican,Democrat,Republican,Republican,courts,0,05/06/2026 06:41:35 AM,05/06/2026 06:52:39 AM,Redirect,929B340BD7,1.5,0,0.38,Approved,NA,42,"Bachelor's degree (for example: BA, AB, BS)",Male,Marketing and Sales,Married,Republican,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$60,000-$69,999",White,Full-time
"Yes, I consent to participate.",Republican,NA,Not very strong,NA,Manipulating geographic boundaries of election districts,100,10,Very important,100,30,50,70,64,Yes,No,0,0,36.603,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Very uncomfortable,Very uncomfortable,Very uncomfortable,Neither likely nor unlikely,Democrat,The governor took action in an effort to reshape democratic norms and institutions.,NA,NA,NA,NA,NA,NA,NA,NA,50,50,55,100,8A57986CDDE54B6DA9725EE57FE00DBA,019dfd50-f715-75b3-9030-1df585e77b52,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.505,0.555,0.921,NA,Mehlhaff,Control,Control,Republican,Democratic,Republican,Democrat,NA,NA,redistrict,2,05/06/2026 06:43:55 AM,05/06/2026 06:52:17 AM,Redirect,929B340BD7,1.5,0,0.38,Approved,NA,70,"Some college, but no degree",Male,Retired,Married,Republican,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$100,000-$124,999",White,Retired
