StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,DistributionChannel,UserLanguage,Q-Age,Q-Gender,Q-Race,Q-PartyAffiliation,Q-PartyAffiliation_4_TEXT,Q-PolarAffiliation,Q-MiddleAffiliation,Q-FeelingThermR_1,Q-FeelingThermD_1,Q-AffPolarization,Q-DemThreat,Q-ReElection,Q-InLawDist,Q-CloseFriendDist,Q-Social Distance 3,Q-AttentionCheck,Q-Manipulation Check,Treat_Party,Treat_Frame,InParty,OutParty,InPartyNoun,OutPartyNoun,GovParty,GovPartyNoun,republican_therm,democratic_therm,baseline_affpol_signed,baseline_affpol_abs,governor_support,baseline_demnorms,inlaw_comfort,inlaw_comfort_reversed,friend_comfort,friend_comfort_reversed,neighbor_comfort,neighbor_comfort_reversed,affpol_index,affpol_latent,party_id_7pt,inparty_feeling,outparty_feeling,baseline_inparty_minus_outparty,treated_any,inparty_treat,frame,selected_action,condition_7,attention_expected,attention_pass,manip_frame_response,frame_pass
4/28/26 8:05,4/28/26 8:05,Survey Test,100,1,TRUE,4/28/26 8:05,test,,25 - 34,Non-binary / third gender,Native Hawaiian or Pacific Islander,Independent,,,Neither,9,64,Extremely important,Restructuring the state’s highest court in the incumbent’s favor,Very unlikely,Uncomfortable,Comfortable,Uncomfortable,Republican,The governor took this action to gain an electoral advantage or to respond to similar actions taken by the other party in the past,OutParty,Policy,Democratic,Republican,Democrat,Republican,Republican,Republican,9,64,-55,55,1,7,2,6,6,2,2,6,4.666666666666667,-0.10066172989932894,0,64.0,9.0,55.0,1,0.0,Policy,Restructuring the state’s highest court in the incumbent’s favor,OutParty-Policy,Republican,1.0,Electoral,0.0
4/28/26 8:05,4/28/26 8:05,Survey Test,100,0,TRUE,4/28/26 8:05,test,,85 or older,Female,American Indian or Alaska Native,No Preference,,,Closer to Republican Party,25,90,Slightly important,Restructuring the state’s highest court in the incumbent’s favor,Unlikely,Very uncomfortable,Somewhat comfortable,Somewhat uncomfortable,Democrat,The governor took this action to gain an electoral advantage or to respond to similar actions taken by the other party in the past,OutParty,Policy,Republican,Democratic,Republican,Democrat,Democratic,Democrat,25,90,-65,65,2,3,1,7,5,3,3,5,5.0,0.6525613027173507,1,25.0,90.0,-65.0,1,0.0,Policy,Restructuring the state’s highest court in the incumbent’s favor,OutParty-Policy,Democratic,0.0,Electoral,0.0
4/28/26 8:05,4/28/26 8:05,Survey Test,100,0,TRUE,4/28/26 8:05,test,,65 - 74,Prefer not to say,White,Republican,,Strong,,30,51,Not at all important,Restructuring the state’s highest court in the incumbent’s favor,Very likely,Somewhat comfortable,Very Comfortable,Somewhat comfortable,Not Specified,The governor took this action in an effort to reshape democratic norms and institutions,Control,Policy,Republican,Democratic,Republican,Democrat,,,30,51,-21,21,7,1,5,3,7,1,5,3,2.3333333333333335,-0.09934963525135498,3,30.0,51.0,-21.0,0,,Policy,Restructuring the state’s highest court in the incumbent’s favor,Control,Not Specified,1.0,Democracy,
4/28/26 8:05,4/28/26 8:05,Survey Test,100,0,TRUE,4/28/26 8:05,test,,25 - 34,Non-binary / third gender,White,Other Party (Please Specify),Atque montes pede. Convallis consequat metus diam eu vel. Eget erat vehicula dapibus. At.,,Neither,1,72,Not at all important,Banning political rallies,Neither likely nor unlikely,Very comfortable,Somewhat uncomfortable,Very uncomfortable,Not Specified,The governor took this action to pursue a specific policy outcome.,OutParty,Electoral,Republican,Democratic,Republican,Democrat,Democratic,Democrat,1,72,-71,71,4,1,7,1,3,5,1,7,4.333333333333333,-1.8800503289545674,0,1.0,72.0,-71.0,1,0.0,Electoral,Banning political rallies,OutParty-Electoral,Democratic,0.0,Policy,0.0
4/28/26 8:06,4/28/26 8:06,Survey Test,100,0,TRUE,4/28/26 8:06,test,,25 - 34,Female,Native Hawaiian or Pacific Islander,No Preference,,,Closer to Republican Party,60,25,Slightly important,Banning political rallies,Somewhat unlikely,Uncomfortable,Uncomfortable,Neither comfortable nor uncomfortable,Republican,The governor took this action to pursue a specific policy outcome.,Control,Electoral,Republican,Democratic,Republican,Democrat,,,60,25,35,35,3,3,2,6,2,6,4,4,5.333333333333333,0.8927015521147507,1,60.0,25.0,35.0,0,,Electoral,Banning political rallies,Control,Not Specified,0.0,Policy,
4/28/26 8:06,4/28/26 8:06,Survey Test,100,0,TRUE,4/28/26 8:06,test,,75 - 84,Male,Black or African American,Democrat,,Strong,,79,31,Extremely important,Banning political rallies,Likely,Comfortable,Very uncomfortable,Somewhat uncomfortable,Democrat,The governor took this action to gain an electoral advantage or to respond to similar actions taken by the other party in the past,OutParty,Democracy,Democratic,Republican,Democrat,Republican,Republican,Republican,79,31,48,48,6,7,6,2,1,7,3,5,4.666666666666667,-0.7020565206852708,-3,31.0,79.0,-48.0,1,0.0,Democracy,Banning political rallies,OutParty-Democracy,Republican,0.0,Electoral,0.0
4/28/26 8:06,4/28/26 8:06,Survey Test,100,0,TRUE,4/28/26 8:06,test,,75 - 84,Prefer not to say,Asian,Other Party (Please Specify),Porttitor praesent cursus! Aliquam porta euismod suscipit augue sed etiam porttitor euismod bibendum.,,Closer to Republican Party,100,84,Very important,Prosecuting journalists for unfair news coverage,Somewhat likely,Neither comfortable nor uncomfortable,Very Comfortable,Uncomfortable,Democrat,The governor took this action to gain an electoral advantage or to respond to similar actions taken by the other party in the past,InParty,Policy,Republican,Democratic,Republican,Democrat,Republican,,100,84,16,16,5,6,4,4,7,1,2,6,3.6666666666666665,-0.8294771091818762,1,100.0,84.0,16.0,1,1.0,Policy,Prosecuting journalists for unfair news coverage,InParty-Policy,Republican,0.0,Electoral,0.0
4/28/26 8:06,4/28/26 8:06,Survey Test,100,0,TRUE,4/28/26 8:06,test,,85 or older,Prefer not to say,American Indian or Alaska Native,Other Party (Please Specify),At convallis aenean felis luctus. Maecenas est auctor porttitor sed consequat.,,Neither,39,0,Extremely important,Banning political rallies,Somewhat likely,Very uncomfortable,Somewhat comfortable,Uncomfortable,Republican,The governor took this action in an effort to reshape democratic norms and institutions,OutParty,Electoral,Democratic,Republican,Democrat,Republican,Republican,Republican,39,0,39,39,5,7,1,7,5,3,2,6,5.333333333333333,0.29970139241915617,0,0.0,39.0,-39.0,1,0.0,Electoral,Banning political rallies,OutParty-Electoral,Republican,1.0,Democracy,0.0
4/28/26 8:06,4/28/26 8:06,Survey Test,100,0,TRUE,4/28/26 8:06,test,,85 or older,Male,Native Hawaiian or Pacific Islander,Other Party (Please Specify),Consectetuer sit ligula. Cras! Fringilla ullamcorper leo. Luctus commodo venenatis phasellus fusce.,,Closer to Democratic Party,73,21,Important,Prosecuting journalists for unfair news coverage,Likely,Neither comfortable nor uncomfortable,Somewhat uncomfortable,Somewhat comfortable,Republican,The governor took this action to gain an electoral advantage or to respond to similar actions taken by the other party in the past,InParty,Electoral,Democratic,Republican,Democrat,Republican,Democratic,,73,21,52,52,6,5,4,4,3,5,5,3,4.0,0.5167460831303978,-1,21.0,73.0,-52.0,1,1.0,Electoral,Prosecuting journalists for unfair news coverage,InParty-Electoral,Democratic,0.0,Electoral,1.0
4/28/26 8:06,4/28/26 8:06,Survey Test,100,0,TRUE,4/28/26 8:06,test,,45 - 54,Male,American Indian or Alaska Native,Other Party (Please Specify),"Est mi natoque primis pede nullam venenatis magnis platea dignissim curabitur quam commodo, per vestibulum.",,Neither,84,6,Slightly important,Prosecuting journalists for unfair news coverage,Very likely,Comfortable,Very uncomfortable,Somewhat uncomfortable,Not Specified,The governor took this action to gain an electoral advantage or to respond to similar actions taken by the other party in the past,OutParty,Democracy,Democratic,Republican,Democrat,Republican,Republican,Republican,84,6,78,78,7,3,6,2,1,7,3,5,4.666666666666667,-0.7020565206852708,0,6.0,84.0,-78.0,1,0.0,Democracy,Prosecuting journalists for unfair news coverage,OutParty-Democracy,Republican,0.0,Electoral,0.0
4/28/26 8:06,4/28/26 8:06,Survey Test,100,0,TRUE,4/28/26 8:06,test,,55 - 64,Prefer not to say,American Indian or Alaska Native,Other Party (Please Specify),"Dui. Porttitor rhoncus temporibus sagittis fusce volutpat quam ullamcorper potenti, lectus.",,Closer to Democratic Party,44,22,Very important,Prosecuting journalists for unfair news coverage,Very likely,Neither comfortable nor uncomfortable,Somewhat comfortable,Neither comfortable nor uncomfortable,Republican,The governor took this action to gain an electoral advantage or to respond to similar actions taken by the other party in the past,Control,Electoral,Democratic,Republican,Democrat,Republican,,,44,22,22,22,7,6,4,4,5,3,4,4,3.6666666666666665,0.020064442123358103,-1,22.0,44.0,-22.0,0,,Electoral,Prosecuting journalists for unfair news coverage,Control,Not Specified,0.0,Electoral,
4/28/26 8:06,4/28/26 8:06,Survey Test,100,0,TRUE,4/28/26 8:06,test,,18 - 24,Female,American Indian or Alaska Native,No Preference,,,Closer to Republican Party,99,16,Moderately important,Prosecuting journalists for unfair news coverage,Unlikely,Comfortable,Somewhat comfortable,Comfortable,Democrat,The governor took this action to gain an electoral advantage or to respond to similar actions taken by the other party in the past,InParty,Democracy,Republican,Democratic,Republican,Democrat,Republican,,99,16,83,83,2,4,6,2,5,3,6,2,2.3333333333333335,0.0688797487916223,1,99.0,16.0,83.0,1,1.0,Democracy,Prosecuting journalists for unfair news coverage,InParty-Democracy,Republican,0.0,Electoral,0.0
4/28/26 8:06,4/28/26 8:06,Survey Test,100,0,TRUE,4/28/26 8:06,test,,45 - 54,Prefer not to say,White,Democrat,,Not Very Strong,,59,48,Important,Restructuring the state’s highest court in the incumbent’s favor,Likely,Somewhat uncomfortable,Somewhat uncomfortable,Very comfortable,Democrat,The governor took this action to gain an electoral advantage or to respond to similar actions taken by the other party in the past,InParty,Democracy,Democratic,Republican,Democrat,Republican,Democratic,,59,48,11,11,6,5,3,5,3,5,7,1,3.6666666666666665,1.5509181606908493,-2,48.0,59.0,-11.0,1,1.0,Democracy,Restructuring the state’s highest court in the incumbent’s favor,InParty-Democracy,Democratic,0.0,Electoral,0.0
4/28/26 8:06,4/28/26 8:06,Survey Test,100,0,TRUE,4/28/26 8:06,test,,75 - 84,Prefer not to say,Native Hawaiian or Pacific Islander,Independent,,,Closer to Republican Party,44,88,Slightly important,Restructuring the state’s highest court in the incumbent’s favor,Very likely,Somewhat comfortable,Very uncomfortable,Comfortable,Republican,The governor took this action to gain an electoral advantage or to respond to similar actions taken by the other party in the past,InParty,Policy,Republican,Democratic,Republican,Democrat,Republican,,44,88,-44,44,7,3,5,3,1,7,6,2,4.0,0.6849754671733752,1,44.0,88.0,-44.0,1,1.0,Policy,Restructuring the state’s highest court in the incumbent’s favor,InParty-Policy,Republican,1.0,Electoral,0.0
4/28/26 8:06,4/28/26 8:06,Survey Test,100,1,TRUE,4/28/26 8:06,test,,65 - 74,Prefer not to say,Native Hawaiian or Pacific Islander,Democrat,,Not Very Strong,,42,43,Slightly important,Manipulating geographic boundaries of election districts,Somewhat likely,Somewhat uncomfortable,Neither comfortable nor uncomfortable,Comfortable,Republican,The governor took this action to gain an electoral advantage or to respond to similar actions taken by the other party in the past,Control,Electoral,Democratic,Republican,Democrat,Republican,,,42,43,-1,1,5,3,3,5,4,4,6,2,3.6666666666666665,1.126147385038232,-2,43.0,42.0,1.0,0,,Electoral,Manipulating geographic boundaries of election districts,Control,Not Specified,0.0,Electoral,
4/28/26 8:06,4/28/26 8:06,Survey Test,100,0,TRUE,4/28/26 8:06,test,,35 - 44,Non-binary / third gender,Other,No Preference,,,Neither,12,94,Slightly important,Directing law enforcement to investigate politicians of the opposing party,Very unlikely,Somewhat uncomfortable,Very uncomfortable,Very comfortable,Republican,The governor took this action to pursue a specific policy outcome.,OutParty,Policy,Democratic,Republican,Democrat,Republican,Republican,Republican,12,94,-82,82,1,3,3,5,1,7,7,1,4.333333333333333,1.6947398913996945,0,94.0,12.0,82.0,1,0.0,Policy,Directing law enforcement to investigate politicians of the opposing party,OutParty-Policy,Republican,1.0,Policy,1.0
4/28/26 8:06,4/28/26 8:06,Survey Test,100,0,TRUE,4/28/26 8:06,test,,85 or older,Female,Native Hawaiian or Pacific Islander,No Preference,,,Closer to Democratic Party,45,33,Slightly important,Prosecuting journalists for unfair news coverage,Unlikely,Somewhat comfortable,Uncomfortable,Comfortable,Republican,The governor took this action to pursue a specific policy outcome.,Control,Electoral,Democratic,Republican,Democrat,Republican,,,45,33,12,12,2,3,5,3,2,6,6,2,3.6666666666666665,0.6130646018189526,-1,33.0,45.0,-12.0,0,,Electoral,Prosecuting journalists for unfair news coverage,Control,Not Specified,0.0,Policy,
4/28/26 8:06,4/28/26 8:06,Survey Test,100,0,TRUE,4/28/26 8:06,test,,55 - 64,Non-binary / third gender,American Indian or Alaska Native,Independent,,,Closer to Republican Party,21,15,Extremely important,Directing law enforcement to investigate politicians of the opposing party,Somewhat unlikely,Neither comfortable nor uncomfortable,Somewhat uncomfortable,Neither comfortable nor uncomfortable,Not Specified,The governor took this action to pursue a specific policy outcome.,InParty,Democracy,Republican,Democratic,Republican,Democrat,Republican,,21,15,6,6,3,7,4,4,3,5,4,4,4.333333333333333,0.16388617283220333,1,21.0,15.0,6.0,1,1.0,Democracy,Directing law enforcement to investigate politicians of the opposing party,InParty-Democracy,Republican,0.0,Policy,0.0
4/28/26 8:06,4/28/26 8:06,Survey Test,100,0,TRUE,4/28/26 8:06,test,,45 - 54,Prefer not to say,Other,Independent,,,Closer to Republican Party,65,73,Low importance,Prosecuting journalists for unfair news coverage,Unlikely,Somewhat uncomfortable,Somewhat comfortable,Very uncomfortable,Republican,The governor took this action to pursue a specific policy outcome.,OutParty,Electoral,Republican,Democratic,Republican,Democrat,Democratic,Democrat,65,73,-8,8,2,2,3,5,5,3,1,7,5.0,-0.7100630318071631,1,65.0,73.0,-8.0,1,0.0,Electoral,Prosecuting journalists for unfair news coverage,OutParty-Electoral,Democratic,0.0,Policy,0.0
