Introduction/Consent,Q-PartyAffiliation,Q-PartyAffiliation_4_TEXT,Q-PolarAffiliation,Q-MiddleAffiliation,Prior_awareness,Prior_participation,Q-DemThreat,Q-FeelingTherm_1,Q-FeelingTherm_2,Q-AffPolarization,Event1_Prob_Pre_1,Event2_Prob_Pre_1,Event3_Prob_Pre_1,Event4_Prob_Pre_1,Attention Check_1,Q-InLawDist,Q-CloseFriendDist,Q-Social Distance 3,Q-ReElection,Q-AttentionCheck,Q-Manipulation Check,Event1_Prob_Post_1...40,Event2_Prob_Post_1...41,Event3_Prob_Post_1...42,Event4_Prob_Post_1...43,Event1_Prob_Post_1...44,Event2_Prob_Post_1...45,Event3_Prob_Post_1...46,Event4_Prob_Post_1...47,Event1_Prob_Post_1...48,Event2_Prob_Post_1...49,Event3_Prob_Post_1...50,Event4_Prob_Post_1...51,ParticipantId,assignmentId,projectId,Market_Price_m_kxusdebtmon-26may01,Market_Price_m_kxpayrolls-26apr,Market_Price_m_controls-2026,Market_Price_m_kxdhsfund,order_first,Treat_Party,Treat_Frame,InParty,OutParty,InPartyNoun,OutPartyNoun,GovParty,GovPartyNoun,frame_topic,Treatment,Age,Education,Sex,Occupation Field,Relationship/Marital Status,Political Party,Ethnicity,Gender,Country Of Residence,Household Income,Race,Employment Status
"Yes, I consent to participate.",Democrat,NA,Not Very Strong,NA,No,No,Manipulating geographic boundaries of election districts,0,90,Very important,20,40,55,80,64,Uncomfortable,Somewhat uncomfortable,Neither comfortable nor uncomfortable,Very unlikely,Republican,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,20,40,55,80,NA,NA,NA,NA,NA,NA,NA,NA,080C25F037B24973B21CDB7E76851B09,019de99c-c274-7ad8-a565-a27fea2c30de,019de1ab-afed-72b0-99bf-23a6aa89592d,1,0.465,0.505,0.995,OW,OutParty,Policy,Democratic,Republican,Democrat,Republican,Republican,Republican,redistrict,0,70,"Associate degree (for example: AA, AS)",Female,Retired,Married,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$50,000-$59,999",White,Retired
"Yes, I consent to participate.",Democrat,NA,Strong,NA,Yes,No,Manipulating geographic boundaries of election districts,33,92,Very important,100,0,0,100,64,Very comfortable,Very Comfortable,Very comfortable,Very likely,Democrat,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,90,10,0,95,NA,NA,NA,NA,NA,NA,NA,NA,028687F82CEF4E15B1B596ED0A8BD7A1,019de99d-0e22-7b07-96f6-735ebb747e13,019de1ab-afed-72b0-99bf-23a6aa89592d,1,0.465,0.505,0.995,OW,InParty,Democracy,Democratic,Republican,Democrat,Republican,Democratic,Democrat,redistrict,0,56,"Bachelor's degree (for example: BA, AB, BS)",Female,Hospitality & Tourism,Single,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$30,000-$39,999",Black or African American,"Not in paid work (e.g., homemaker, disabled)"
"Yes, I consent to participate.",Democrat,NA,Strong,NA,No,No,Manipulating geographic boundaries of election districts,17,85,Somewhat important,64,36,25,56,64,Somewhat comfortable,Comfortable,Neither comfortable nor uncomfortable,Unlikely,Republican,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,80,60,42,62,NA,NA,NA,NA,015655F1B519404DBD2B8E96FC328054,019de998-a85a-7c64-b785-46b52678d0e4,019de1ab-afed-72b0-99bf-23a6aa89592d,1,0.465,0.505,0.995,Mehlhaff,OutParty,Electoral,Democratic,Republican,Democrat,Republican,Republican,Republican,redistrict,2,72,"Some college, but no degree",Female,Medicine,Widowed,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$30,000-$39,999",Black or African American,Retired
"Yes, I consent to participate.",Democrat,NA,Strong,NA,Yes,No,Restructuring the state’s highest court to favor the party in power,1,80,Very important,80,50,15,0,64,Somewhat uncomfortable,Somewhat uncomfortable,Uncomfortable,Very likely,Democrat,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,100,29,15,22,NA,NA,NA,NA,7A335C41F7094ACCB109D7088BB721E2,019de999-30a7-74b0-9fbc-e2b494f8b7fa,019de1ab-afed-72b0-99bf-23a6aa89592d,1,0.465,0.505,0.995,Mehlhaff,InParty,Electoral,Democratic,Republican,Democrat,Republican,Democratic,Democrat,courts,3,67,"Some college, but no degree",Male,Business Management & Administration,Widowed,Independent,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$20,000-$29,999",White,"Not in paid work (e.g., homemaker, disabled)"
"Yes, I consent to participate.",Democrat,NA,Strong,NA,Yes,No,Manipulating geographic boundaries of election districts,0,10,Very important,50,20,40,50,64,Neither comfortable nor uncomfortable,Somewhat uncomfortable,Neither comfortable nor uncomfortable,Very unlikely,Republican,The governor took action in an effort to reshape democratic norms and institutions.,50,20,50,50,NA,NA,NA,NA,NA,NA,NA,NA,14790771352D4EACA720F0E454E1FD1B,019de99d-60d8-7887-a8c3-f5d4fd205398,019de1ab-afed-72b0-99bf-23a6aa89592d,1,0.465,0.505,0.995,Mehlhaff,OutParty,Electoral,Democratic,Republican,Democrat,Republican,Republican,Republican,redistrict,0,66,High school graduate - high school diploma or the equivalent (for example: GED),Male,Other,Single,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$20,000-$29,999",White,"Not in paid work (e.g., homemaker, disabled)"
"Yes, I consent to participate.",Republican,NA,Strong,NA,No,No,Directing law enforcement to investigate politicians of the opposing party,93,6,Somewhat important,18,67,94,50,64,Neither comfortable nor uncomfortable,Somewhat uncomfortable,Somewhat comfortable,Somewhat unlikely,Democrat,The governor took action to pursue a specific policy outcome.,NA,NA,NA,NA,26,64,50,69,NA,NA,NA,NA,97DCF6FFC1894B71BA8DF4B5475C61F4,019de997-4e8f-7cfe-82f9-4f3d73df11c6,019de1ab-afed-72b0-99bf-23a6aa89592d,1,0.465,0.505,0.995,OW,OutParty,Policy,Republican,Democratic,Republican,Democrat,Democratic,Democrat,investigate,2,69,"Bachelor's degree (for example: BA, AB, BS)",Male,Finance,Married,Republican,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$60,000-$69,999",White,Full-time
"Yes, I consent to participate.",Democrat,NA,Strong,NA,Yes,No,Manipulating geographic boundaries of election districts,0,73,Important,20,50,16,64,64,Uncomfortable,Uncomfortable,Uncomfortable,Neither likely nor unlikely,Republican,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,100,100,100,100,NA,NA,NA,NA,5288D183C78E4DDCBA02059BADACEE9F,019de99d-2165-79f8-80d9-ddb8f6a602b7,019de1ab-afed-72b0-99bf-23a6aa89592d,1,0.465,0.505,0.995,Mehlhaff,Control,Electoral,Democratic,Republican,Democrat,Republican,NA,NA,redistrict,2,39,"Bachelor's degree (for example: BA, AB, BS)",Female,Arts,Married,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$90,000-$99,999",Chinese,Full-time
"Yes, I consent to participate.",Democrat,NA,Not Very Strong,NA,Yes,No,Manipulating geographic boundaries of election districts,0,53,Important,90,5,56,79,64,Very uncomfortable,Very uncomfortable,Very uncomfortable,Likely,Not specified,The governor took action to pursue a specific policy outcome.,89,2,61,70,NA,NA,NA,NA,NA,NA,NA,NA,FB46579E57DD4F8AA52E3B34324AFAC5,019de99d-fe00-7a6a-8289-d3e540fe1ef3,019de1ab-afed-72b0-99bf-23a6aa89592d,1,0.465,0.505,0.995,OW,Control,Democracy,Democratic,Republican,Democrat,Republican,NA,NA,redistrict,0,41,"Bachelor's degree (for example: BA, AB, BS)",Male,Other,Married,Democrat,"Yes, Mexican, Mexican Am., Chicano",Man,United States,"$80,000-$89,999",American Indian or Alaska Native,Full-time
"Yes, I consent to participate.",Democrat,NA,Not Very Strong,NA,Yes,No,Directing law enforcement to investigate politicians of the opposing party,42,55,Very important,0,17,35,9,64,Somewhat comfortable,Comfortable,Neither comfortable nor uncomfortable,Somewhat unlikely,Democrat,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,0,24,35,12,NA,NA,NA,NA,NA,NA,NA,NA,1938D7A0E8B74512AC6DD8AEB952A725,019de99f-b36f-742a-b1d8-076c99fd73d8,019de1ab-afed-72b0-99bf-23a6aa89592d,1,0.465,0.505,0.995,OW,InParty,Policy,Democratic,Republican,Democrat,Republican,Democratic,Democrat,investigate,0,27,"Bachelor's degree (for example: BA, AB, BS)",Male,Education & Training,Single,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$40,000-$49,999",Chinese,Full-time
"Yes, I consent to participate.",Democrat,NA,Not Very Strong,NA,Yes,No,Manipulating geographic boundaries of election districts,20,96,Very important,10,20,90,85,100,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Likely,Not specified,The governor took action in an effort to reshape democratic norms and institutions.,10,20,90,84,NA,NA,NA,NA,NA,NA,NA,NA,5CFF46D109FB4D2A9A15C879C8FCB16E,019de99c-2113-7403-9552-148e0f1b89fe,019de1ab-afed-72b0-99bf-23a6aa89592d,1,0.465,0.505,0.995,OW,Control,Policy,Democratic,Republican,Democrat,Republican,NA,NA,redistrict,0,37,High school graduate - high school diploma or the equivalent (for example: GED),Female,Other,In a relationship,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$20,000-$29,999",Black or African American,Unemployed
"Yes, I consent to participate.",Republican,NA,Not Very Strong,NA,Yes,No,Manipulating geographic boundaries of election districts,71,31,Somewhat important,78,41,77,80,64,Somewhat comfortable,Somewhat comfortable,Somewhat comfortable,Somewhat unlikely,Republican,The governor took action in an effort to reshape democratic norms and institutions.,74,72,74,65,NA,NA,NA,NA,NA,NA,NA,NA,A96D339D0CB84E18B2DB791725EEA903,019de99e-329f-789d-8ef1-ebf061498a3f,019de1ab-afed-72b0-99bf-23a6aa89592d,1,0.465,0.505,0.995,Mehlhaff,InParty,Policy,Republican,Democratic,Republican,Democrat,Republican,Republican,redistrict,0,57,"Bachelor's degree (for example: BA, AB, BS)",Female,Other,Married,Prefer not to say,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,Prefer not to say,An ethnicity not listed here,Unemployed
"Yes, I consent to participate.",Democrat,NA,Strong,NA,No,No,Restructuring the state’s highest court to favor the party in power,0,100,Somewhat unimportant,20,60,10,15,64,Very uncomfortable,Very uncomfortable,Very uncomfortable,Somewhat unlikely,Not specified,The governor took action in an effort to reshape democratic norms and institutions.,NA,NA,NA,NA,99,50,7,98,NA,NA,NA,NA,6015E00C17CD4A7E9354C8798730B001,019de99d-8308-7cec-b44b-ab94f8bbb34c,019de1ab-afed-72b0-99bf-23a6aa89592d,1,0.465,0.505,0.995,Mehlhaff,Control,Democracy,Democratic,Republican,Democrat,Republican,NA,NA,courts,3,41,"Bachelor's degree (for example: BA, AB, BS)",Female,Information Technology,Single,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$100,000-$124,999",Chinese,Full-time
"Yes, I consent to participate.",Democrat,NA,Not Very Strong,NA,Yes,Yes,Banning political rallies,32,72,Important,60,19,70,31,64,Neither comfortable nor uncomfortable,Somewhat comfortable,Neither comfortable nor uncomfortable,Somewhat unlikely,Republican,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,63,26,71,44,NA,NA,NA,NA,NA,NA,NA,NA,B8C332A22CDC4490857B5A753E5CEFE5,019de99a-d21c-7f0f-b6db-1da3a3b89099,019de1ab-afed-72b0-99bf-23a6aa89592d,1,0.465,0.505,0.995,Mehlhaff,OutParty,Democracy,Democratic,Republican,Democrat,Republican,Republican,Republican,rallies,0,43,"Bachelor's degree (for example: BA, AB, BS)",Male,Business Management & Administration,Single,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$60,000-$69,999",Black or African American,Part-time
"Yes, I consent to participate.",Democrat,NA,Strong,NA,Yes,Yes,Prosecuting journalists for unfair news coverage,69,79,Important,80,35,85,81,64,Very comfortable,Comfortable,Comfortable,Very likely,Democrat,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,100,51,54,100,NA,NA,NA,NA,3FA3E86951574D58AE0E442219E0FD94,019de99f-3ae8-7367-bd5b-b62fbfeea913,019de1ab-afed-72b0-99bf-23a6aa89592d,1,0.465,0.505,0.995,OW,Control,Democracy,Democratic,Republican,Democrat,Republican,NA,NA,media,2,25,"Some college, but no degree",Male,Retail,Married,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$150,000-$174,999",Black or African American,Full-time
"Yes, I consent to participate.",Democrat,NA,Strong,NA,No,No,Manipulating geographic boundaries of election districts,0,70,Important,100,30,15,20,64,Uncomfortable,Neither comfortable nor uncomfortable,Uncomfortable,Likely,Democrat,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,100,30,15,20,NA,NA,NA,NA,NA,NA,NA,NA,06937EA6F0E54AD7A793CBB7211AA343,019de99c-96c9-7f2b-bfb7-aa33a99e362d,019de1ab-afed-72b0-99bf-23a6aa89592d,1,0.465,0.505,0.995,Mehlhaff,InParty,Democracy,Democratic,Republican,Democrat,Republican,Democratic,Democrat,redistrict,0,31,"Associate degree (for example: AA, AS)",Male,Medicine,Single,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$50,000-$59,999",Black or African American,Full-time
"Yes, I consent to participate.",Republican,NA,Not Very Strong,NA,Yes,Yes,Restructuring the state’s highest court to favor the party in power,90,60,Important,30,80,70,90,64,Comfortable,Somewhat comfortable,Somewhat comfortable,Somewhat likely,Democrat,The governor took action to pursue a specific policy outcome.,NA,NA,NA,NA,98,55,50,90,NA,NA,NA,NA,1403A555DC784AEB95EA3FFB5001082E,019de998-aa09-7693-8f1a-8dcc8875810a,019de1ab-afed-72b0-99bf-23a6aa89592d,1,0.465,0.505,0.995,Mehlhaff,OutParty,Electoral,Republican,Democratic,Republican,Democrat,Democratic,Democrat,courts,2,34,"Associate degree (for example: AA, AS)",Male,Marketing and Sales,Married,Republican,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$80,000-$89,999",Black or African American,Full-time
"Yes, I consent to participate.",Democrat,NA,Not Very Strong,NA,Yes,No,Manipulating geographic boundaries of election districts,12,94,Important,66,19,27,40,64,Uncomfortable,Somewhat comfortable,Neither comfortable nor uncomfortable,Somewhat unlikely,Republican,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,92,35,44,94,NA,NA,NA,NA,464109382A1942DAAF210EEC850923EE,019de99f-74d6-797a-987d-ff42e7bc103e,019de1ab-afed-72b0-99bf-23a6aa89592d,1,0.465,0.505,0.995,Mehlhaff,OutParty,Electoral,Democratic,Republican,Democrat,Republican,Republican,Republican,redistrict,2,36,"Some college, but no degree",Male,Arts,Married,Independent,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$60,000-$69,999",Black or African American,Full-time
"Yes, I consent to participate.",Democrat,NA,Not Very Strong,NA,Yes,No,Restructuring the state’s highest court to favor the party in power,10,50,Very important,60,55,40,50,64,Very uncomfortable,Somewhat uncomfortable,Somewhat comfortable,Somewhat likely,Not specified,The governor took action in an effort to reshape democratic norms and institutions.,NA,NA,NA,NA,100,45,50,85,NA,NA,NA,NA,7E960798CC674DBD9E28A300CE3419EB,019de99b-0102-743c-ac78-164556473632,019de1ab-afed-72b0-99bf-23a6aa89592d,1,0.465,0.505,0.995,OW,Control,Electoral,Democratic,Republican,Democrat,Republican,NA,NA,courts,3,32,"Bachelor's degree (for example: BA, AB, BS)",Female,"Science, Technology, Engineering & Mathematics",Single,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$225,000-$249,999",Korean,Full-time
"Yes, I consent to participate.",Independent,NA,NA,Neither,Unsure,No,Manipulating geographic boundaries of election districts,0,20,Very important,94,0,10,49,64,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Very unlikely,Republican,The governor took action in an effort to reshape democratic norms and institutions.,NA,NA,NA,NA,90,8,50,65,NA,NA,NA,NA,BD48945F449946C881B6A1C770216271,019de99f-6eca-7b19-b2e5-7e1662726b52,019de1ab-afed-72b0-99bf-23a6aa89592d,1,0.465,0.505,0.995,Mehlhaff,InParty,Electoral,Republican,Democratic,Republican,Democrat,Republican,Republican,redistrict,2,62,"Some college, but no degree",Female,Other,Married,Independent,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$20,000-$29,999",White,"Not in paid work (e.g., homemaker, disabled)"
"Yes, I consent to participate.",Democrat,NA,Not Very Strong,NA,Yes,No,Manipulating geographic boundaries of election districts,19,38,Important,91,55,30,99,64,Somewhat uncomfortable,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Neither likely nor unlikely,Not specified,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,8,34,45,100,NA,NA,NA,NA,86D58EAAF2CC46FA92D2FF48140833EE,019de99d-a2e0-7f06-b5b7-70f67d474973,019de1ab-afed-72b0-99bf-23a6aa89592d,1,0.465,0.505,0.995,OW,InParty,Policy,Democratic,Republican,Democrat,Republican,Democratic,Democrat,redistrict,3,24,"Some college, but no degree",Female,Education & Training,Single,Democrat,"Yes, another Hispanic, Latino, or Spanish origin – (for example, Salvadoran, Dominican, Colombian, Guatemalan, Spaniard, Ecuadorian, etc.)",Woman,United States,"$60,000-$69,999",White,Part-time
"Yes, I consent to participate.",Democrat,NA,Not Very Strong,NA,Yes,No,Restructuring the state’s highest court to favor the party in power,50,50,Very important,30,20,45,68,64,Comfortable,Comfortable,Comfortable,Neither likely nor unlikely,Republican,The governor took action in an effort to reshape democratic norms and institutions.,NA,NA,NA,NA,45,30,48,90,NA,NA,NA,NA,66C79932EC414CBA86F0BDD4898E06B8,019de99e-1b45-7938-a38f-2f7ac8afa047,019de1ab-afed-72b0-99bf-23a6aa89592d,1,0.465,0.505,0.995,OW,OutParty,Electoral,Democratic,Republican,Democrat,Republican,Republican,Republican,courts,1,32,"Bachelor's degree (for example: BA, AB, BS)",Female,NA,In a relationship,Prefer not to say,"Yes, Puerto Rican",Woman,United States,"$10,000-$19,999",White,NA
"Yes, I consent to participate.",Democrat,NA,Not Very Strong,NA,Yes,No,Restructuring the state’s highest court to favor the party in power,0,81,Important,50,30,71,79,64,Very uncomfortable,Very uncomfortable,Somewhat uncomfortable,Neither likely nor unlikely,Not specified,The governor took action in an effort to reshape democratic norms and institutions.,NA,NA,NA,NA,81,36,60,81,NA,NA,NA,NA,9033C00D0F6C46208545E1287EA74B50,019de999-29ee-7803-b6fa-ca4b71ad0adc,019de1ab-afed-72b0-99bf-23a6aa89592d,1,0.465,0.505,0.995,OW,Control,Policy,Democratic,Republican,Democrat,Republican,NA,NA,courts,2,66,"Bachelor's degree (for example: BA, AB, BS)",Female,Other,NA,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$40,000-$49,999",Japanese,Part-time
"Yes, I consent to participate.",Democrat,NA,Strong,NA,Yes,No,Prosecuting journalists for unfair news coverage,5,80,Very important,80,0,20,70,64,Somewhat comfortable,Very uncomfortable,Comfortable,Very unlikely,Democrat,The governor took action in an effort to reshape democratic norms and institutions.,NA,NA,NA,NA,100,30,40,100,NA,NA,NA,NA,CBDB9ABD3EFB4292A61DEB5B5A0B4F3F,019de99d-dce8-7c35-9066-ac1238519683,019de1ab-afed-72b0-99bf-23a6aa89592d,1,0.465,0.505,0.995,OW,InParty,Democracy,Democratic,Republican,Democrat,Republican,Democratic,Democrat,media,3,68,High school graduate - high school diploma or the equivalent (for example: GED),Female,Retired,Divorced,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$10,000-$19,999",White,Retired
"Yes, I consent to participate.",Republican,NA,Strong,NA,No,No,Restructuring the state’s highest court to favor the party in power,94,15,Very important,22,75,60,72,64,Somewhat comfortable,Neither comfortable nor uncomfortable,Somewhat comfortable,Somewhat likely,Not specified,The governor took action in an effort to reshape democratic norms and institutions.,NA,NA,NA,NA,91,46,71,100,NA,NA,NA,NA,1B2AA1A05DFE45608602A31E88EBD9D8,019de99e-316a-77ba-a650-9ac8efd8e477,019de1ab-afed-72b0-99bf-23a6aa89592d,1,0.465,0.505,0.995,OW,Control,Democracy,Republican,Democratic,Republican,Democrat,NA,NA,courts,2,63,"Associate degree (for example: AA, AS)",Female,Other,Married,Republican,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$80,000-$89,999",White,Part-time
"Yes, I consent to participate.",Independent,NA,NA,Closer to Republican Party,Yes,No,Manipulating geographic boundaries of election districts,60,10,Somewhat unimportant,70,60,50,60,64,Uncomfortable,Somewhat comfortable,Somewhat uncomfortable,Very unlikely,Democrat,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,90,42,50,98,NA,NA,NA,NA,9C6818F091F5458AB5835CC3FA91A27D,019de99d-de28-73a8-9b6d-8b7c81e247c9,019de1ab-afed-72b0-99bf-23a6aa89592d,1,0.465,0.505,0.995,OW,OutParty,Democracy,Republican,Democratic,Republican,Democrat,Democratic,Democrat,redistrict,3,60,"Bachelor's degree (for example: BA, AB, BS)",Male,Retired,Married,Independent,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$150,000-$174,999",White,Retired
"Yes, I consent to participate.",Republican,NA,Not Very Strong,NA,Yes,Yes,Prosecuting journalists for unfair news coverage,80,50,Important,52,19,50,20,64,Somewhat comfortable,Somewhat comfortable,Somewhat comfortable,Neither likely nor unlikely,Not specified,The governor took action in an effort to reshape democratic norms and institutions.,59,16,61,63,NA,NA,NA,NA,NA,NA,NA,NA,8DEA6617F99B49438DB23EDF868D80E1,019de998-21e9-7c19-b8e2-75d8f81c5092,019de1ab-afed-72b0-99bf-23a6aa89592d,1,0.465,0.505,0.995,Mehlhaff,Control,Policy,Republican,Democratic,Republican,Democrat,NA,NA,media,0,25,"Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)",Female,Information Technology,NA,Prefer not to say,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$70,000-$79,999",Black or African American,Full-time
"Yes, I consent to participate.",Democrat,NA,Strong,NA,Yes,Yes,Prosecuting journalists for unfair news coverage,2,98,Very important,57,36,58,60,58,Very uncomfortable,Very uncomfortable,Somewhat comfortable,Likely,Democrat,The governor took action to pursue a specific policy outcome.,53,58,61,52,NA,NA,NA,NA,NA,NA,NA,NA,23B7335472A1407BA6C9CDF60958C918,019de9a2-2449-7748-a49c-863c6337e78d,019de1ab-afed-72b0-99bf-23a6aa89592d,1,0.465,0.505,0.995,OW,Control,Electoral,Democratic,Republican,Democrat,Republican,NA,NA,media,0,50,"Bachelor's degree (for example: BA, AB, BS)",Male,Information Technology,NA,Democrat,"Yes, another Hispanic, Latino, or Spanish origin – (for example, Salvadoran, Dominican, Colombian, Guatemalan, Spaniard, Ecuadorian, etc.)",Man,United States,"$175,000-$199,999",An ethnicity not listed here,Business Owner
"Yes, I consent to participate.",Democrat,NA,Strong,NA,Yes,Yes,Restructuring the state’s highest court to favor the party in power,30,80,Somewhat important,80,31,22,61,64,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Very uncomfortable,Unlikely,Republican,The governor took action to pursue a specific policy outcome.,NA,NA,NA,NA,92,46,49,95,NA,NA,NA,NA,C656FF39716E441FA4313164CF7820FE,019de99b-c24e-7c9a-8b7c-810629455c1b,019de1ab-afed-72b0-99bf-23a6aa89592d,1,0.465,0.505,0.995,OW,OutParty,Democracy,Democratic,Republican,Democrat,Republican,Republican,Republican,courts,2,38,"Some college, but no degree",Male,Business Management & Administration,Married,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$70,000-$79,999",An ethnicity not listed here,Full-time
"Yes, I consent to participate.",Democrat,NA,Strong,NA,Yes,No,Manipulating geographic boundaries of election districts,23,47,Very important,55,57,41,94,64,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Somewhat comfortable,Unlikely,Republican,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,100,56,50,68,NA,NA,NA,NA,C158339F84FD43A880A0C1A528C43189,019de99d-d355-7231-bc03-dbcc182eef55,019de1ab-afed-72b0-99bf-23a6aa89592d,1,0.465,0.505,0.995,OW,OutParty,Policy,Democratic,Republican,Democrat,Republican,Republican,Republican,redistrict,1,32,"Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)",Male,NA,NA,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$125,000-$149,999",Black or African American,Full-time
"Yes, I consent to participate.",Democrat,NA,Strong,NA,Yes,No,Manipulating geographic boundaries of election districts,5,75,Very important,95,0,25,100,64,Uncomfortable,Uncomfortable,Very uncomfortable,Likely,Democrat,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,95,0,25,100,NA,NA,NA,NA,NA,NA,NA,NA,1B9B7CC496574E68A276AEC7ACB0BBB2,019de9a0-2cdc-7bb2-b5e3-1bbfde83ad65,019de1ab-afed-72b0-99bf-23a6aa89592d,1,0.465,0.505,0.995,Mehlhaff,InParty,Democracy,Democratic,Republican,Democrat,Republican,Democratic,Democrat,redistrict,0,74,"Doctorate degree (for example: PhD, EdD)",Female,Education & Training,Divorced,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$20,000-$29,999",White,Retired
"Yes, I consent to participate.",Democrat,NA,Strong,NA,Yes,Yes,Directing law enforcement to investigate politicians of the opposing party,0,100,Very important,90,0,10,50,64,Very uncomfortable,Very uncomfortable,Very uncomfortable,Very likely,Not specified,The governor took action in an effort to reshape democratic norms and institutions.,NA,NA,NA,NA,100,0,5,100,NA,NA,NA,NA,D0AA6F745B1A4F2BA36468AAFA0E2C1B,019de99d-5660-71b3-9e94-59d75645964f,019de1ab-afed-72b0-99bf-23a6aa89592d,1,0.465,0.505,0.995,Mehlhaff,Control,Democracy,Democratic,Republican,Democrat,Republican,NA,NA,investigate,2,45,"Bachelor's degree (for example: BA, AB, BS)",Female,Finance,Married,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$175,000-$199,999",Chinese,Full-time
"Yes, I consent to participate.",Republican,NA,Not Very Strong,NA,Yes,No,Restructuring the state’s highest court to favor the party in power,70,30,Very important,50,30,50,50,64,Very uncomfortable,Very uncomfortable,Neither comfortable nor uncomfortable,Very unlikely,Republican,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,100,0,50,50,NA,NA,NA,NA,E9778B8B9D824722BFE3556FE2ACFC04,019de997-3a62-78ec-95a3-2caa552c122e,019de1ab-afed-72b0-99bf-23a6aa89592d,1,0.465,0.505,0.995,OW,InParty,Electoral,Republican,Democratic,Republican,Democrat,Republican,Republican,courts,3,41,High school graduate - high school diploma or the equivalent (for example: GED),Male,Information Technology,Single,Republican,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$30,000-$39,999",Black or African American,Full-time
